,qmof_id,pld,density,volume,ddec_charge_i,ddec_charge_j,distance,atom_i,atom_j,V
119619,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.615066,-0.287989,18.427507,Re,Cl,0.0171
119620,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.615066,-0.390702,18.663286,Re,O,-0.018
119621,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.615066,0.614745,19.315918,Re,Re,-0.0201
119622,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.615066,-0.38545,20.582055,Re,O,-0.0185
119631,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.288016,6.700414,Re,Cl,-0.132
119632,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.292336,6.754795,Re,Cl,-0.131
119633,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.292586,9.847665,Re,Cl,0.0312
119634,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.384762,10.351287,Re,O,0.027
119635,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.287989,11.116212,Re,Cl,-0.0646
119637,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.407005,12.722357,Re,O,-0.0326
119638,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.38548,12.826483,Re,O,0.0105
119639,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.292296,12.850886,Re,Cl,-0.0513
119640,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.385292,13.101358,Re,O,-0.017
119643,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.292275,13.588675,Re,Cl,0.0447
119645,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.295012,14.188486,Re,Cl,0.0305
119646,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,0.614702,14.265783,Re,Re,-0.0164
119647,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.3906,14.459464,Re,O,-0.0135
119649,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,0.614685,15.513708,Re,Re,-0.0105
119650,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.29496,15.727613,Re,Cl,-0.0117
119651,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.384785,15.748692,Re,O,0.0145
119652,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,0.615066,15.772115,Re,Re,0.0221
119653,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.407006,16.587404,Re,O,0.0158
119655,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.385313,17.074134,Re,Cl,-0.0415
119656,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.384733,17.388855,Re,O,0.021
119657,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.406988,17.805196,Re,O,0.0202
119659,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,0.07863,18.705087,Re,O,-0.0279
119660,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.287964,19.425955,Re,Re,-0.0252
119661,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.292616,19.471172,Re,Cl,-0.0282
119662,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614937,-0.390559,20.797817,Re,O,-0.0251
119671,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.288019,6.700355,Re,Cl,-0.132
119672,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.292275,6.754714,Re,Cl,-0.131
119673,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.292625,9.847475,Re,Cl,0.0312
119674,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.384748,10.3515,Re,O,0.027
119675,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.292275,11.116274,Re,Cl,-0.0646
119677,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.40696,12.722444,Re,O,-0.0326
119678,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.384733,12.826527,Re,O,0.0105
119679,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.295012,12.850785,Re,Cl,-0.0513
119680,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.38545,13.101676,Re,O,-0.017
119683,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.287989,13.588876,Re,Cl,0.0447
119685,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.292296,14.188701,Re,Cl,0.0305
119686,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,0.615066,14.265866,Re,Re,-0.0164
119687,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.390702,14.459672,Re,O,-0.0135
119689,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,0.614745,15.513537,Re,Re,-0.0105
119690,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.292616,15.727667,Re,Cl,-0.0117
119691,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.390559,15.74879,Re,O,0.0145
119692,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,0.614745,15.772248,Re,Re,0.0221
119693,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,0.07863,16.587331,Re,O,0.0158
119695,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.292616,17.074007,Re,Cl,-0.0415
119696,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.38548,17.38899,Re,O,0.021
119697,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.39076,17.80526,Re,O,0.0202
119699,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.407006,18.705007,Re,O,-0.0279
119700,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,0.614818,19.426212,Re,Re,-0.0252
119701,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.29496,19.471369,Re,Cl,-0.0282
119702,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614816,-0.384785,20.797935,Re,O,-0.0251
119711,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.287989,6.700341,Re,Cl,-0.132
119712,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.292296,6.754691,Re,Cl,-0.131
119713,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.385313,9.847648,Re,Cl,0.0312
119714,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.390559,10.351308,Re,O,0.027
119715,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.288016,11.116102,Re,Cl,-0.0646
119717,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,0.07863,12.722521,Re,O,-0.0326
119718,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.38545,12.826247,Re,O,0.0105
119719,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.292336,12.850861,Re,Cl,-0.0513
119720,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.384733,13.101384,Re,O,-0.017
119723,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.288019,13.588966,Re,Cl,0.0447
119725,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.292275,14.188929,Re,Cl,0.0305
119726,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,0.614745,14.265821,Re,Re,-0.0164
119727,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.406988,14.459604,Re,O,-0.0135
119729,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,0.615066,15.513925,Re,Re,-0.0106
119730,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.29496,15.727547,Re,Cl,-0.0117
119731,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.384748,15.748455,Re,O,0.0145
119732,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,0.614685,15.772371,Re,Re,0.0221
119733,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.40696,16.587261,Re,O,0.0158
119735,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.292586,17.073709,Re,Cl,-0.0415
119736,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.385292,17.388955,Re,O,0.021
119737,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.3906,17.805368,Re,O,0.0202
119739,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.407005,18.704894,Re,O,-0.0279
119740,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,0.614816,19.426212,Re,Re,-0.0252
119741,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.294956,19.471584,Re,Cl,-0.0282
119742,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,0.614818,-0.384762,20.797921,Re,O,-0.0251
119751,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.292275,6.700237,Re,Cl,-0.132
119752,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.295012,6.754633,Re,Cl,-0.131
119753,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.292616,9.847585,Re,Cl,0.0312
119754,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.384785,10.351545,Re,O,0.027
119755,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.288019,11.116186,Re,Cl,-0.0646
119757,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.407006,12.722527,Re,O,-0.0326
119758,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.385292,12.826449,Re,O,0.0105
119759,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.292275,12.85077,Re,Cl,-0.0513
119760,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.38548,13.101682,Re,O,-0.017
119763,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.288016,13.589054,Re,Cl,0.0447
119765,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.292336,14.188803,Re,Cl,0.0305
119766,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,0.614685,14.265867,Re,Re,-0.0164
119767,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.39076,14.459779,Re,O,-0.0135
119769,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,0.614702,15.513741,Re,Re,-0.0105
119770,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.294956,15.727746,Re,Cl,-0.0117
119771,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.384762,15.748626,Re,O,0.0145
119772,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,0.614745,15.772604,Re,Re,0.0221
119773,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.407005,16.587218,Re,O,0.0158
119775,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.292625,17.073799,Re,Cl,-0.0415
119776,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.38545,17.389005,Re,O,0.021
119777,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.390702,17.805351,Re,O,0.0202
119779,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.40696,18.704902,Re,O,-0.0279
119780,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,0.614937,19.425955,Re,Re,-0.0252
119781,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.29496,19.47159,Re,Cl,-0.0282
119782,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287964,-0.384748,20.79801,Re,O,-0.0251
119788,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,0.614937,6.700414,Cl,Re,-0.132
119790,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.287989,7.135532,Cl,Cl,0.1603
119791,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.384748,7.745156,Cl,O,0.0687
119794,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,0.614702,9.177737,Cl,Re,0.0357
119795,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.384785,9.251279,Cl,O,-0.0919
119796,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.40696,9.688589,Cl,O,0.0562
119797,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.29496,10.471346,Cl,Cl,-0.0685
119798,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.385313,11.028646,Cl,Cl,0.0773
119799,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,0.614818,11.116102,Cl,Re,-0.0646
119800,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.39076,11.836555,Cl,O,-0.0338
119801,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.292586,12.219552,Cl,Cl,-0.0373
119802,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.292296,12.671275,Cl,Cl,-0.1837
119804,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.407006,13.473684,Cl,O,-0.0605
119805,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.287964,13.589054,Cl,Re,0.0447
119806,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,0.07863,13.776438,Cl,O,0.0397
119807,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.292616,13.81119,Cl,Cl,0.051
119808,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.292616,14.773412,Cl,Cl,-0.1323
119810,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.294956,15.365146,Cl,Cl,-0.0371
119811,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.407005,15.449721,Cl,O,-0.0291
119812,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.390559,15.838767,Cl,O,0.0413
119813,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.385292,16.489198,Cl,O,0.0215
119814,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.295012,17.263444,Cl,Cl,-0.0656
119815,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.292275,17.297163,Cl,Cl,0.02
119816,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,0.615066,17.349859,Cl,Re,-0.0382
119817,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.406988,17.567773,Cl,O,-0.033
119818,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,0.614685,18.427456,Cl,Re,0.0171
119819,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.3906,18.543552,Cl,O,0.0264
119820,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.292275,19.078505,Cl,Cl,-0.0684
119821,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.384733,19.193099,Cl,O,-0.0337
119822,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288016,-0.288019,19.922373,Cl,Cl,0.0322
119828,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,0.614816,6.700355,Cl,Re,-0.132
119830,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.292275,7.135618,Cl,Cl,0.1603
119831,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.384762,7.745232,Cl,O,0.0687
119834,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,0.615066,9.177795,Cl,Re,0.0358
119835,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.390559,9.251444,Cl,O,-0.0919
119836,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.407005,9.688742,Cl,O,0.0562
119837,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.292616,10.47158,Cl,Cl,-0.0685
119838,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.292616,11.028671,Cl,Cl,0.0773
119839,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.287964,11.116186,Cl,Re,-0.0646
119840,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.406988,11.836644,Cl,O,-0.0338
119841,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.292625,12.219348,Cl,Cl,-0.0372
119842,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.295012,12.671219,Cl,Cl,-0.1837
119844,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,0.07863,13.473777,Cl,O,-0.0605
119845,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,0.614818,13.588966,Cl,Re,0.0447
119846,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.407006,13.776543,Cl,O,0.0397
119847,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.29496,13.811107,Cl,Cl,0.051
119848,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.385313,14.773607,Cl,Cl,-0.1323
119850,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.29496,15.365436,Cl,Cl,-0.0371
119851,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.40696,15.449804,Cl,O,-0.0291
119852,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.384785,15.838737,Cl,O,0.0413
119853,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.38545,16.489407,Cl,O,0.0215
119854,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.292296,17.263404,Cl,Cl,-0.0656
119855,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.292336,17.297118,Cl,Cl,0.02
119856,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,0.614702,17.349836,Cl,Re,-0.0382
119857,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.39076,17.56783,Cl,O,-0.033
119858,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,0.614745,18.427467,Cl,Re,0.0171
119859,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.390702,18.543721,Cl,O,0.0264
119860,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.287989,19.078523,Cl,Cl,-0.0684
119861,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.38548,19.193062,Cl,O,-0.0337
119862,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.288019,-0.288016,19.922373,Cl,Cl,0.0322
119868,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,0.614818,6.700341,Cl,Re,-0.132
119870,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.288016,7.135532,Cl,Cl,0.1603
119871,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.384785,7.745279,Cl,O,0.0687
119874,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,0.614745,9.17781,Cl,Re,0.0358
119875,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.384748,9.251133,Cl,O,-0.0919
119876,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.407006,9.688698,Cl,O,0.0562
119877,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.29496,10.471438,Cl,Cl,-0.0685
119878,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.292586,11.028344,Cl,Cl,0.0773
119879,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,0.614937,11.116212,Cl,Re,-0.0646
119880,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.390702,11.8365,Cl,O,-0.0338
119881,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.385313,12.219699,Cl,Cl,-0.0372
119882,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.292336,12.671235,Cl,Cl,-0.1837
119884,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.40696,13.473602,Cl,O,-0.0605
119885,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,0.614816,13.588876,Cl,Re,0.0447
119886,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.407005,13.776383,Cl,O,0.0397
119887,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.294956,13.810904,Cl,Cl,0.051
119888,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.292625,14.773494,Cl,Cl,-0.1323
119890,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.292616,15.365383,Cl,Cl,-0.0371
119891,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,0.07863,15.449675,Cl,O,-0.0291
119892,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.384762,15.838733,Cl,O,0.0413
119893,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.384733,16.489124,Cl,O,0.0215
119894,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.292275,17.263104,Cl,Cl,-0.0656
119895,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.295012,17.297554,Cl,Cl,0.02
119896,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,0.614685,17.349647,Cl,Re,-0.0382
119897,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.3906,17.567693,Cl,O,-0.033
119898,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,0.615066,18.427507,Cl,Re,0.0171
119899,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.406988,18.543534,Cl,O,0.0264
119900,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.288019,19.078523,Cl,Cl,-0.0684
119901,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.385292,19.19302,Cl,O,-0.0337
119902,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.287989,-0.292275,19.922472,Cl,Cl,0.0322
119908,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.287964,6.700237,Cl,Re,-0.132
119910,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.288019,7.135618,Cl,Cl,0.1603
119911,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.390559,7.745302,Cl,O,0.0687
119914,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,0.614685,9.177943,Cl,Re,0.0357
119915,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.384762,9.251401,Cl,O,-0.0919
119916,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,0.07863,9.688619,Cl,O,0.0562
119917,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.294956,10.471623,Cl,Cl,-0.0685
119918,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.292625,11.028487,Cl,Cl,0.0773
119919,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,0.614816,11.116274,Cl,Re,-0.0646
119920,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.3906,11.836756,Cl,O,-0.0338
119921,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.292616,12.219553,Cl,Cl,-0.0373
119922,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.292275,12.671594,Cl,Cl,-0.1837
119924,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.407005,13.473885,Cl,O,-0.0605
119925,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,0.614937,13.588675,Cl,Re,0.0447
119926,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.40696,13.776424,Cl,O,0.0397
119927,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.29496,13.810944,Cl,Cl,0.051
119928,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.292586,14.773658,Cl,Cl,-0.1323
119930,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.29496,15.365537,Cl,Cl,-0.0371
119931,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.407006,15.449926,Cl,O,-0.0291
119932,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.384748,15.838725,Cl,O,0.0413
119933,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.38548,16.489447,Cl,O,0.0215
119934,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.292336,17.263258,Cl,Cl,-0.0656
119935,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.292296,17.29728,Cl,Cl,0.02
119936,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,0.614745,17.349477,Cl,Re,-0.0382
119937,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,-0.390702,17.567746,Cl,O,-0.033
119938,qmof-32cde2f,3.82974,2.0540956992232298,2549.699445862306,-0.292275,0.614702,18.427783,Cl,Re,0.0171
