,qmof_id,pld,density,volume,ddec_charge_i,atom_i,U
60807,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-0.630409,O,8.2102
60845,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-0.62017,O,8.0856
60883,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-0.623077,O,8.2032
60921,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-0.627414,O,8.1315
60959,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-0.622033,O,8.1313
60997,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-0.628646,O,8.1404
61035,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-0.625348,O,8.1248
61073,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-1.070006,O,8.1276
61111,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-1.066293,O,7.7471
61149,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-1.069119,O,7.7129
61187,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-1.06702,O,7.7465
61225,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-1.144764,O,7.7368
61263,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-1.147539,O,8.3081
61301,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-1.142534,O,8.2849
61339,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,-1.143807,O,8.3108
61377,qmof-1847c21,3.91275,1.350178147145931,2285.19395907606,0.419194,O,8.2976
61415,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,2.375728,Zr,3.2437
61453,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,2.378927,Zr,3.2505
61491,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,2.37487,Zr,3.2627
61529,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,2.379288,Zr,3.2497
61567,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,2.378721,Zr,3.2549
61605,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.617061,Zr,3.2538
61643,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.61434,O,8.1424
61681,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.613764,O,8.1208
61719,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.616541,O,8.1238
61757,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.616183,O,8.1451
61795,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.617734,O,8.1047
61833,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.624073,O,8.1188
61871,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.611332,O,8.1149
61909,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.617316,O,8.1287
61947,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.618033,O,8.1272
61985,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.614113,O,8.0893
62023,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.615334,O,8.1442
62061,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.61433,O,8.1444
62099,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.614435,O,8.0419
62137,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.615215,O,8.1048
62175,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.615437,O,8.1029
62213,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.624265,O,8.0412
62251,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.615728,O,8.1087
62289,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.619779,O,8.0264
62327,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.613273,O,8.1135
62365,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.610922,O,8.0964
62403,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.608988,O,8.103
62441,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.613205,O,8.0972
62479,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-0.613689,O,8.0405
62517,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-1.069722,O,8.0387
62555,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-1.070278,O,7.7473
62593,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-1.070321,O,7.7443
62631,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-1.070708,O,7.7003
62669,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-1.150104,O,7.7001
62707,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-1.149134,O,8.2667
62745,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-1.149025,O,8.2671
62783,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,-1.149489,O,8.2582
62821,qmof-18e2d2f,4.84075,1.1091858698256152,3207.7847748677787,0.425049,O,8.2558
62859,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,2.381551,Zr,3.2507
62923,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,2.376302,Zr,3.2461
62987,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,2.37084,Zr,3.2444
63051,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,2.374999,Zr,3.2359
63115,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,2.382276,Zr,3.249
63179,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.628318,Zr,3.244
63243,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.620855,O,8.252
63307,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.613431,O,8.0749
63371,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.604317,O,8.1049
63435,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.639451,O,8.0534
63499,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.613786,O,8.2509
63563,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.617888,O,8.0722
63627,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.613893,O,8.3132
63691,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.608992,O,8.0529
63755,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.614033,O,8.1065
63819,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.615058,O,8.1677
63883,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.5938,O,8.126
63947,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.607519,O,8.1133
64011,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.597297,O,8.2203
64075,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.609244,O,8.1993
64139,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.590542,O,8.1746
64203,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.596471,O,8.1556
64267,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.597709,O,8.2192
64331,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.614035,O,8.0591
64395,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.604169,O,8.3205
64459,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.615453,O,8.0885
64523,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.592317,O,8.1125
64587,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.590511,O,8.1717
64651,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.602084,O,8.0914
64715,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-1.067564,O,8.2005
64779,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-1.075389,O,7.7385
64843,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-1.07352,O,7.7281
64907,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-1.076961,O,7.7992
64971,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-1.154246,O,7.8477
65035,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-1.142175,O,8.3326
65099,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-1.145631,O,8.2922
65163,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-1.143579,O,8.3356
65227,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.526846,O,8.3303
65291,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.392907,O,7.4107
65355,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.466073,O,8.4276
65483,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.454601,O,8.2282
65611,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.518314,O,8.3631
65675,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.40655,O,7.4537
65739,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.468325,O,8.4562
65867,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.50408,O,8.2367
65931,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.388611,O,7.4363
65995,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.456893,O,8.4118
66123,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.466081,O,8.3326
66251,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.478618,O,8.7701
66379,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.462287,O,8.5566
66699,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,-0.456991,O,7.2593
66891,qmof-19945d1,3.54512,1.6420598486145577,2275.53395489078,0.406234,O,7.1739
68399,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,0.416041,Pd,6.8907
68459,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,0.415977,Pd,6.8907
68519,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,0.415953,Pd,6.8907
68579,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,0.415895,Pd,6.8907
68639,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,0.415969,Pd,6.8907
68699,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,0.416187,Pd,6.8907
68759,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,0.415874,Pd,6.8907
68819,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,0.415992,Pd,6.8907
68879,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,0.415887,Pd,6.8906
68939,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,0.416048,Pd,6.8907
68999,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,0.416059,Pd,6.8907
69059,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267638,Pd,6.8907
69119,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267766,N,5.4748
69179,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267991,N,5.4748
69239,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267645,N,5.4748
69299,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.26759,N,5.4748
69359,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267666,N,5.4748
69419,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267797,N,5.4748
69479,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.26773,N,5.4748
69539,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267625,N,5.4748
69599,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.26776,N,5.4748
69659,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267728,N,5.4748
69719,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267745,N,5.4748
69779,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.26812,N,5.4748
69839,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267579,N,5.4748
69899,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267809,N,5.4748
69959,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267704,N,5.4748
70019,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267793,N,5.4748
70079,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.26773,N,5.4748
70139,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267766,N,5.4748
70199,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267632,N,5.4748
70259,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267789,N,5.4748
70319,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.26777,N,5.4748
70379,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267939,N,5.4748
70439,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267679,N,5.4748
70499,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.268037,N,5.4748
70559,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267718,N,5.4748
70619,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267697,N,5.4748
70679,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267661,N,5.4748
70739,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267812,N,5.4748
70799,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267773,N,5.4748
70859,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267705,N,5.4748
70919,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.26779,N,5.4748
70979,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267927,N,5.4748
71039,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267802,N,5.4748
71099,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267612,N,5.4748
71159,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267907,N,5.4748
71219,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267666,N,5.4748
71279,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267995,N,5.4748
71339,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267623,N,5.4748
71399,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267741,N,5.4748
71459,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267902,N,5.4748
71519,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.26768,N,5.4748
71579,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267872,N,5.4748
71639,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267807,N,5.4748
71699,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267646,N,5.4748
71759,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267667,N,5.4748
71819,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267674,N,5.4748
71879,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,-0.267723,N,5.4748
71939,qmof-1dcac87,4.12941,1.5135730958167135,4378.210624484636,0.141275,N,5.4748
71999,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,2.37463,Zr,3.2493
72049,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,2.364106,Zr,3.2492
72099,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,2.364108,Zr,3.2353
72149,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,2.372873,Zr,3.2354
72199,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,2.373967,Zr,3.2513
72249,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.618354,Zr,3.2513
72299,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.617611,O,8.1884
72349,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.618343,O,8.1888
72399,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.618545,O,8.1886
72449,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.609571,O,8.189
72499,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.609129,O,8.1596
72549,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.608759,O,8.1597
72599,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.609602,O,8.1596
72649,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.616899,O,8.1596
72699,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.617162,O,8.1484
72749,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.616935,O,8.1486
72799,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.616966,O,8.1487
72849,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.617677,O,8.1484
72899,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.617845,O,8.125
72949,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.617784,O,8.1252
72999,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.618419,O,8.1248
73049,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.632182,O,8.125
73099,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.63198,O,8.1485
73149,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.631655,O,8.1484
73199,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.632115,O,8.1484
73249,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.625447,O,8.1482
73299,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.625099,O,8.1477
73349,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.624302,O,8.1473
73399,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.624999,O,8.1473
73449,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-1.069175,O,8.1474
73499,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-1.067309,O,7.7197
73549,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-1.067569,O,7.7194
73599,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-1.067359,O,7.7196
73649,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-1.147873,O,7.7194
73699,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-1.147477,O,8.2832
73749,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-1.147394,O,8.2831
73799,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-1.147967,O,8.2832
73849,qmof-1e0b61c,3.32758,1.0295366684538318,3478.0652811644745,-0.43628,O,8.2832
75943,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,2.373266,Zr,3.2505
75991,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,2.371267,Zr,3.249
76039,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,2.370692,Zr,3.2558
76087,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,2.376577,Zr,3.2557
76135,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,2.376569,Zr,3.2601
76183,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.615682,Zr,3.2598
76231,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.615675,O,8.1286
76279,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.620333,O,8.1315
76327,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.620528,O,8.1374
76375,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.604941,O,8.1391
76423,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.615779,O,8.0757
76471,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.60471,O,8.1536
76519,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.615679,O,8.0746
76567,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.615599,O,8.1544
76615,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.616586,O,8.1446
76663,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.616883,O,8.1418
76711,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.61625,O,8.1426
76759,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.602437,O,8.1441
76807,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.602081,O,8.0913
76855,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.604324,O,8.0891
76903,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.60377,O,8.0899
76951,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.625101,O,8.0861
76999,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.601626,O,8.1184
77047,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.624707,O,8.0699
77095,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.602638,O,8.1191
77143,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.602024,O,8.0701
77191,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.601146,O,8.0839
77239,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.601791,O,8.0846
77287,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.600845,O,8.0826
77335,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-1.073198,O,8.0854
77383,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-1.072416,O,7.7225
77431,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-1.072157,O,7.7215
77479,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-1.073173,O,7.7033
77527,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-1.149817,O,7.703
77575,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-1.149066,O,8.2759
77623,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-1.149653,O,8.2755
77671,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-1.149662,O,8.2733
77719,qmof-1ebeece,4.68841,1.1593807514447907,3209.402831453084,-0.399351,O,8.2732
78247,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,2.145951,Hf,2.8366
78285,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,2.144896,Hf,2.8412
78323,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,2.141999,Hf,2.8226
78361,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,2.145373,Hf,2.8273
78399,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,2.141895,Hf,2.817
78437,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.562135,Hf,2.8124
78475,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.552544,O,7.8891
78513,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.549655,O,7.908
78551,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.572937,O,7.9498
78589,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.595512,O,7.8858
78627,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.594059,O,7.8128
78665,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.592904,O,7.8681
78703,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.591668,O,7.8623
78741,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-1.059825,O,7.7915
78779,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-1.059062,O,7.5686
78817,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.990692,O,7.5652
78855,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.997981,O,7.3482
78893,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.568739,O,7.2739
78931,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.558939,O,7.8477
78969,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.557436,O,7.895
79007,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.564698,O,8.0639
79045,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.554704,O,7.9048
79083,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.574861,O,8.039
79121,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.570644,O,7.9022
79159,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.555088,O,7.8384
79197,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.590824,O,8.0102
79235,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.597496,O,7.9165
79273,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.572348,O,7.9369
79311,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.589197,O,7.8804
79349,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.58913,O,7.8354
79387,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.585437,O,7.8885
79425,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.595618,O,7.8129
79463,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.597743,O,7.9459
79501,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-1.064854,O,7.8503
79539,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-1.059376,O,7.635
79577,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.995476,O,7.5745
79615,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,-0.998646,O,7.2616
79653,qmof-1ed0c50,4.93401,1.1706678112764366,5385.342130013964,0.139855,O,7.2755
79855,qmof-1f58054,6.52412,0.9001982212937363,3214.4552244709853,-0.152005,C,3.8284
79937,qmof-1f58054,6.52412,0.9001982212937363,3214.4552244709853,-0.021829,C,3.507
80019,qmof-1f58054,6.52412,0.9001982212937363,3214.4552244709853,0.105804,C,4.1003
80101,qmof-1f58054,6.52412,0.9001982212937363,3214.4552244709853,-0.090643,C,3.3942
80183,qmof-1f58054,6.52412,0.9001982212937363,3214.4552244709853,-0.02773,C,3.905
80265,qmof-1f58054,6.52412,0.9001982212937363,3214.4552244709853,-0.171427,C,3.927
80347,qmof-1f58054,6.52412,0.9001982212937363,3214.4552244709853,0.114033,C,3.4746
80429,qmof-1f58054,6.52412,0.9001982212937363,3214.4552244709853,0.590791,C,3.4145
