,qmof_id,pld,density,volume,ddec_charge_i,atom_i,U
22406,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.622899,O,8.1241
22444,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.624127,O,8.1467
22482,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.626675,O,8.1493
22520,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.609783,O,8.126
22558,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.632114,O,8.1228
22596,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.626496,O,8.1184
22634,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.622521,O,8.1536
22672,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.626131,O,8.148
22710,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.625403,O,8.1519
22748,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.626313,O,8.1408
22786,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.626588,O,8.1332
22824,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-1.066973,O,8.121
22862,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-1.068057,O,7.7369
22900,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-1.069148,O,7.7378
22938,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-1.06669,O,7.7413
22976,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-1.143839,O,7.7297
23014,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-1.145938,O,8.3038
23052,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-1.14651,O,8.287
23090,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-1.14552,O,8.3005
23128,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,0.422404,O,8.287
23166,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,2.378223,Zr,3.2637
23204,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,2.376461,Zr,3.2742
23242,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,2.375661,Zr,3.2547
23280,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,2.376122,Zr,3.2602
23318,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,2.375921,Zr,3.2495
23356,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.595439,Zr,3.241
23394,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.588554,O,8.098
23432,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.58521,O,8.1364
23470,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.606946,O,8.1776
23508,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.634408,O,8.0974
23546,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.633528,O,8.0161
23584,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.632955,O,8.0276
23622,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.634133,O,8.0217
23660,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-1.151872,O,8.0115
23698,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-1.150879,O,8.2607
23736,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-1.068469,O,8.2671
23774,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-1.075296,O,7.7513
23812,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.603382,O,7.7311
23850,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.592932,O,8.0603
23888,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.592366,O,8.1196
23926,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.597236,O,8.2739
23964,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.589113,O,8.1096
24002,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.607798,O,8.2524
24040,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.606732,O,8.1137
24078,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.588376,O,8.0533
24116,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.632508,O,8.2241
24154,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.635938,O,8.1324
24192,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.611594,O,8.0769
24230,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.628555,O,8.0451
24268,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.628463,O,8.0365
24306,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.627908,O,8.0372
24344,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.636341,O,8.0315
24382,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-0.637082,O,8.1337
24420,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-1.154055,O,7.9906
24458,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-1.152649,O,8.2894
24496,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-1.073649,O,8.2726
24534,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,-1.078034,O,7.72
24572,qmof-0bbe221,4.97713,0.9983830544691492,5443.797395071556,0.139842,O,7.7262
25522,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.590739,O,7.7663
25598,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.609936,O,8.2099
25674,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.675893,O,8.183
25750,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.639719,O,8.1276
25826,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.567989,O,8.1383
25902,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.651731,O,8.1198
25978,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.193698,O,8.185
26054,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.089199,O,8.419
26130,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.049574,O,7.7198
26206,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.153426,O,7.7743
26282,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.825926,O,8.2784
26358,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.769006,O,7.3876
26510,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.029804,O,8.3233
26586,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.165696,O,7.9745
26662,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.062872,O,8.3731
26738,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.963521,O,7.7533
26814,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.49864,O,7.3435
26890,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.667063,O,7.9694
26966,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.813609,O,7.8155
27042,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.583153,O,7.2517
27118,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.838886,O,8.0861
27194,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.920022,O,7.4081
27270,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.94855,O,7.7359
27346,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.643372,O,7.9547
27422,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.814253,O,8.0719
27498,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.823728,O,7.231
27574,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.617962,O,7.4911
27650,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.611543,O,8.1376
27726,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.931194,O,8.0143
27802,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.92885,O,7.8714
27878,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.931262,O,7.83
27954,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.588051,O,7.789
28030,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.610974,O,8.1034
28106,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.645149,O,8.1323
28182,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.602613,O,8.0781
28258,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.583838,O,8.2025
28334,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.628094,O,8.0938
28410,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.175876,O,8.1121
28486,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.072556,O,8.3234
28562,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.062835,O,7.7595
28638,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.146409,O,7.8282
28714,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.919416,O,8.3477
28790,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.832522,O,7.792
28866,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.150098,O,7.2973
28942,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.053815,O,8.3615
29018,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.172346,O,7.817
29094,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-1.06823,O,8.3648
29170,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.938407,O,7.7546
29246,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.648459,O,7.8197
29322,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.608096,O,8.2348
29398,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.802114,O,8.2405
29474,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.622499,O,7.2143
29550,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.778614,O,8.1421
29702,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.822881,O,7.4867
29778,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.628353,O,7.4364
29854,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.783033,O,8.1483
30006,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.653601,O,7.8347
30082,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.564624,O,8.1181
30158,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.818927,O,8.1409
30234,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,-0.976804,O,7.2729
30310,qmof-0bbf75f,8.69717,0.8530184984362673,5551.191520959629,0.150354,O,7.4548
34182,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,2.37587,Zr,3.2402
34224,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,2.376055,Zr,3.2422
34266,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,2.37089,Zr,3.2421
34308,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,2.373403,Zr,3.2405
34350,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,2.37441,Zr,3.2506
34392,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.624289,Zr,3.2486
34434,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.614578,O,8.1479
34476,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.615179,O,8.1329
34518,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.625494,O,8.1276
34560,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.604955,O,8.1381
34602,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.619599,O,8.1268
34644,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.595306,O,8.1443
34686,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.616934,O,8.1937
34728,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.621547,O,8.1421
34770,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.621808,O,8.1486
34812,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.617362,O,8.1505
34854,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.618396,O,8.1552
34896,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.615924,O,8.1531
34938,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.625616,O,8.1301
34980,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.624799,O,8.1372
35022,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.613725,O,8.1507
35064,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.594974,O,8.129
35106,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.61731,O,8.1937
35148,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.605661,O,8.1418
35190,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.619151,O,8.1274
35232,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.616188,O,8.1437
35274,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.61819,O,8.1564
35316,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.621109,O,8.1519
35358,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.621276,O,8.1511
35400,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-1.068022,O,8.1479
35442,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-1.07137,O,7.7226
35484,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-1.070206,O,7.7284
35526,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-1.070717,O,7.736
35568,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-1.149943,O,7.7374
35610,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-1.146007,O,8.2841
35652,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-1.150182,O,8.2953
35694,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-1.149692,O,8.297
35736,qmof-0fadd6f,4.01324,1.2941556035937771,2284.048502156557,-0.298673,O,8.2965
40754,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,0.365674,Cu,11.0653
40786,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,0.36568,Cu,11.0654
40818,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,0.365688,Cu,11.0653
40850,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,0.365803,Cu,11.0653
40882,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,0.365858,Cu,11.0656
40914,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,0.365879,Cu,11.0656
40946,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,0.365899,Cu,11.0656
40978,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.168229,Cu,11.0656
41010,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.16774,N,5.4507
41042,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.168121,N,5.451
41074,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.167699,N,5.4507
41106,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.168164,N,5.451
41138,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.167747,N,5.4507
41170,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.168169,N,5.451
41202,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.167657,N,5.4507
41234,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.168222,N,5.4511
41266,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.168175,N,5.4508
41298,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.16827,N,5.451
41330,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.168146,N,5.4508
41362,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.168306,N,5.451
41394,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.168151,N,5.4508
41426,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.168342,N,5.4511
41458,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.168097,N,5.4508
41490,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.496657,N,5.451
41522,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.496654,Cl,6.3645
41554,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.496655,Cl,6.3645
41586,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.496654,Cl,6.3645
41618,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.496679,Cl,6.3645
41650,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.496698,Cl,6.3649
41682,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.4967,Cl,6.3648
41714,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,-0.496695,Cl,6.3648
41746,qmof-115de59,5.54931,1.0936380922674918,3111.9247549530264,0.112291,Cl,6.3648
41778,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,0.915251,Co,8.9489
41906,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,0.915932,Co,8.963
42034,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,0.915324,Co,8.9495
42162,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.174529,Co,8.9552
42290,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.134169,N,5.9123
42546,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.134705,N,5.9137
42802,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.13437,N,5.9148
43058,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.134277,N,5.9248
43314,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.473561,O,7.3518
43442,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.471122,O,7.357
43570,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.496245,O,7.5815
43698,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.471675,O,7.6639
43826,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.436222,O,7.6549
43954,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.47249,O,7.356
44082,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.471195,O,7.4102
44210,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.49682,O,7.5696
44338,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.472582,O,7.6684
44466,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.435255,O,7.6518
44594,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.473671,O,7.3521
44722,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.470838,O,7.3657
44850,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.495918,O,7.582
44978,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.47156,O,7.6627
45106,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.436046,O,7.654
45234,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.47286,O,7.3556
45362,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.471165,O,7.3786
45490,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.49656,O,7.5696
45618,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,-0.472166,O,7.6666
45746,qmof-12fd885,4.69842,1.4956386881599906,1252.7906919146903,0.077989,O,7.6511
45874,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,2.384879,Zr,3.2493
45912,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,2.384594,Zr,3.2484
45950,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,2.378417,Zr,3.2493
45988,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,2.38377,Zr,3.249
46026,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,2.383183,Zr,3.2539
46064,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.607515,Zr,3.254
46102,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.604084,O,8.0731
46140,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.600669,O,8.0607
46178,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.609564,O,8.061
46216,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.62253,O,8.0748
46254,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.604503,O,7.9291
46292,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.602085,O,8.0693
46330,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.604667,O,8.074
46368,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.604973,O,8.0846
46406,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.606083,O,8.0696
46444,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.604275,O,8.0704
46482,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.604169,O,8.0693
46520,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.600565,O,8.0695
46558,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.608807,O,8.061
46596,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.60684,O,8.0742
46634,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.60389,O,8.0725
46672,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.60182,O,8.0613
46710,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.605018,O,8.0729
46748,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.623274,O,8.084
46786,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.604783,O,7.9277
46824,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.604498,O,8.0719
46862,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.60421,O,8.0706
46900,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.604364,O,8.07
46938,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-0.606771,O,8.0705
46976,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-1.068033,O,8.0711
47014,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-1.076802,O,7.7134
47052,qmof-14f024a,3.47835,1.5109511482953832,2328.5635901009705,-1.072163,O,7.7267
